annual_income_lakhs,debt_to_income,credit_history_months,num_open_accounts,num_defaults,loan_amount_lakhs,employment_years,home_ownership,credit_score_band,target
27.3,0.0,111,10,0,32.58,18,1,484,0
1.0,0.0,145,4,0,8.58,7,0,551,0
1.0,0.0384,0,6,4,24.32,16,0,625,1
25.59,0.65,0,9,2,0.5,0,0,846,1
19.67,0.8313,0,5,1,0.5,7,0,900,1
15.84,0.0172,97,6,2,0.5,15,0,570,0
29.89,0.6259,21,4,3,0.5,0,0,732,0
29.99,0.1928,0,3,0,3.17,7,0,880,1
1.0,0.3656,177,3,2,0.5,10,0,790,0
1.0,0.933,114,1,5,0.5,9,0,770,1
18.91,0.0,119,3,2,15.32,12,0,684,0
1.0,0.3121,134,1,2,20.18,27,0,900,0
19.39,0.1304,30,4,0,11.52,9,0,900,1
1.0,0.0,149,5,1,1.66,18,0,682,1
1.0,0.5252,108,4,4,13.28,7,0,667,0
23.39,0.0,98,9,0,0.5,15,1,431,0
1.0,0.6691,68,8,0,16.76,14,1,837,0
21.73,0.2662,32,9,0,6.53,3,1,622,1
32.32,0.0,25,5,0,0.5,7,0,537,0
1.0,0.2054,188,8,0,6.89,1,0,602,0
33.58,0.0,74,1,2,18.92,27,0,579,0
21.7,0.2212,6,1,2,6.48,14,0,858,1
16.99,0.7874,56,5,1,0.5,0,1,545,1
18.58,0.0,91,6,0,2.57,18,0,518,0
25.32,0.0,36,7,2,4.36,17,0,647,0
6.13,0.0,81,0,5,59.81,14,0,623,0
8.57,0.0,65,4,0,22.82,17,0,697,1
1.0,0.4464,0,1,2,11.26,21,0,714,0
10.59,0.132,139,3,4,32.13,2,1,529,0
23.09,0.0,56,5,2,30.46,5,1,434,1
24.26,0.0,84,6,2,22.44,10,0,658,1
5.35,0.0,0,9,3,41.36,23,0,740,0
12.1,0.0,31,2,1,22.81,22,0,583,0
7.39,0.0,110,3,2,23.57,17,0,372,0
27.24,0.0,80,0,2,0.5,12,0,476,0
1.0,0.5832,40,3,1,25.28,13,0,900,0
3.05,0.8997,108,3,0,0.5,6,1,412,0
14.48,0.0,119,8,4,15.66,9,0,564,0
30.04,0.0,4,3,0,5.19,8,0,900,1
39.2,0.0,0,7,0,11.68,16,0,616,0
32.29,0.4912,0,6,2,0.5,2,0,900,1
10.54,0.1124,68,0,4,0.5,22,0,475,0
1.0,0.9206,187,3,0,18.99,2,1,776,0
1.0,0.6498,158,5,2,4.2,13,0,754,1
1.0,0.0,96,0,2,23.66,16,0,567,0
36.29,0.0,70,3,0,12.91,12,1,433,0
30.25,1.0,21,1,3,0.5,0,1,779,1
1.0,0.054,99,1,1,10.06,17,0,610,0
11.21,0.6235,89,6,0,0.5,1,0,740,1
3.72,0.0,37,2,1,23.74,25,0,619,0
23.82,1.0,62,0,6,0.5,0,1,801,0
27.99,0.0,23,5,0,33.5,4,0,534,1
31.34,0.0,140,9,2,24.31,10,0,478,0
54.64,0.0,22,1,7,15.2,0,1,637,1
1.0,0.3401,121,2,1,8.85,10,0,618,0
1.0,1.0,84,0,0,0.5,8,0,846,0
26.03,0.3572,55,0,2,0.5,0,0,685,1
1.0,0.9157,102,7,2,5.53,23,0,900,1
19.5,0.0,96,2,0,17.86,12,0,801,1
1.0,0.2805,94,4,4,16.34,8,0,730,0
15.05,0.0,65,2,4,61.23,17,0,593,0
19.31,0.0,106,5,4,56.63,9,0,578,0
1.0,0.3999,118,6,1,16.3,8,1,719,0
19.58,0.0,201,3,1,18.09,0,0,514,0
1.0,0.0,144,5,1,34.54,20,0,662,1
30.49,0.0,0,7,3,15.75,4,0,733,1
31.89,0.0,38,5,1,32.43,4,1,347,0
22.93,0.0,167,7,3,7.85,16,1,482,1
10.89,0.0,122,6,0,22.41,20,0,790,0
35.34,0.0,89,7,1,27.77,18,0,835,0
1.0,0.2962,92,5,0,23.73,17,0,704,0
1.0,0.0541,14,0,1,26.14,33,0,592,0
1.0,0.2219,149,3,0,19.08,6,0,555,0
38.87,0.0,27,0,3,5.96,24,0,579,0
1.0,0.7015,0,4,0,0.5,14,0,594,0
7.62,0.0303,59,5,0,30.55,5,0,786,1
26.12,0.0,10,6,2,45.44,18,0,732,1
22.28,0.0,101,11,1,3.97,7,0,575,0
44.13,0.0,0,3,2,16.97,6,0,808,1
2.28,0.5892,243,7,5,26.66,17,0,900,1
1.0,0.5252,96,8,3,28.78,9,0,900,1
36.71,0.7228,1,3,1,0.5,0,0,730,1
16.91,0.0,111,3,6,19.85,1,0,665,0
17.71,0.0,62,2,1,8.57,6,0,385,1
16.02,0.0,116,5,2,13.76,10,0,655,1
19.17,0.0,134,3,2,33.68,9,1,615,0
20.54,0.4402,23,4,1,0.5,0,0,646,1
39.41,0.0,20,3,2,10.47,19,0,600,0
14.14,0.333,129,4,1,5.64,8,1,602,0
27.08,0.0361,0,3,1,11.28,7,0,835,1
28.32,0.0,114,5,0,18.65,16,0,599,0
32.89,0.8709,16,5,0,0.5,0,1,650,0
32.58,0.0,20,3,3,31.89,8,0,490,0
33.46,0.0,35,0,0,20.11,16,0,623,0
7.07,0.1225,23,0,1,30.74,3,0,784,1
2.0,0.0,106,10,3,40.46,17,1,482,0
40.55,0.0,43,4,3,0.5,19,0,698,0
10.74,0.2501,17,0,1,10.53,5,0,760,1
8.27,0.5378,26,6,6,1.19,0,1,851,1
1.0,0.3333,130,0,1,13.34,18,1,549,0
11.72,0.4387,0,7,1,4.59,7,0,877,1
28.44,0.6449,88,7,1,0.5,3,0,786,1
12.28,0.7023,18,0,1,0.5,4,0,782,1
15.51,0.0,189,0,2,2.81,6,0,370,0
1.0,0.5355,0,8,0,0.5,4,0,300,1
17.25,0.2816,122,3,1,6.85,0,0,889,0
11.08,0.0,89,4,3,20.52,8,0,569,0
24.85,0.0,71,2,3,46.66,3,0,480,0
7.63,0.0,0,1,1,20.89,16,0,721,1
15.18,0.0,64,3,0,12.57,22,0,539,0
5.21,0.0,102,1,3,3.99,16,0,454,0
16.27,0.0,57,3,2,33.17,14,0,737,0
8.8,0.3403,33,5,1,5.43,6,0,891,1
1.0,0.3331,107,4,1,10.04,20,0,754,1
1.0,0.4583,175,3,6,45.2,3,1,489,0
27.04,0.0,71,2,0,15.64,10,0,612,0
24.18,0.1588,92,9,0,0.5,14,0,617,0
22.48,0.0,150,3,2,6.16,26,0,749,0
1.0,0.5761,59,3,0,19.43,9,0,900,1
37.5,0.0,108,10,0,54.95,16,1,852,1
29.33,0.2688,0,0,1,8.22,5,1,755,1
15.18,0.0,93,6,0,29.46,13,0,742,1
5.12,0.0,35,2,0,12.71,13,0,708,1
6.29,0.4216,74,3,1,27.96,0,0,900,1
25.86,0.0,107,0,1,16.73,24,0,607,0
27.87,0.0,84,2,1,21.3,12,0,573,0
14.82,0.0,129,3,2,13.39,2,0,639,0
1.0,1.0,163,1,6,0.5,24,0,900,1
1.37,0.2927,81,6,0,13.31,12,0,776,0
19.71,0.6483,0,8,0,2.84,11,0,900,1
11.02,0.0,122,10,0,20.29,17,0,596,0
8.44,0.0,29,6,4,17.15,6,0,772,0
1.0,0.5012,211,2,0,5.26,19,1,613,0
1.0,0.2943,83,0,0,14.48,16,1,571,0
13.99,0.0,135,3,2,16.13,5,0,541,0
10.02,0.0,43,5,0,26.37,11,0,715,1
8.6,0.6543,162,3,4,11.12,0,0,900,1
6.85,0.1541,146,4,1,10.91,16,1,604,0
14.1,0.0,64,3,2,16.57,11,0,598,0
15.52,0.4476,19,0,3,1.89,2,0,849,1
1.0,0.5542,82,3,6,12.93,5,1,900,0
14.13,0.5478,10,2,2,0.5,0,0,792,1
1.0,0.9065,115,8,2,23.88,6,0,900,1
1.0,0.5141,47,2,1,24.5,26,0,900,1
16.31,0.1559,104,0,2,24.72,0,0,837,1
32.22,0.0,31,3,2,26.31,10,0,488,0
19.66,0.0,84,2,1,47.31,14,0,421,0
19.15,0.0,0,3,2,23.33,26,0,368,0
42.61,0.0,101,4,0,16.91,18,0,637,0
11.09,0.0,0,5,4,34.89,12,1,575,1
8.93,0.9196,22,0,2,0.5,0,1,548,1
27.58,0.0,96,2,1,21.9,21,0,554,0
1.0,0.4658,88,4,0,30.1,24,0,900,1
24.12,0.1002,0,1,0,16.92,15,0,900,1
12.04,0.5449,101,0,0,0.5,2,0,676,1
4.0,0.0524,95,5,0,13.55,21,1,545,0
9.2,0.0,64,2,5,30.84,17,1,594,0
6.96,0.4482,38,5,1,28.08,0,0,900,1
17.78,0.0,63,5,4,45.76,10,0,585,0
33.77,0.0,75,4,0,30.23,16,0,540,0
25.17,0.0,84,1,5,22.38,6,0,753,0
1.0,0.2683,173,0,3,34.86,29,0,900,1
1.0,0.1845,0,1,0,25.71,11,0,850,1
7.67,0.0,139,4,2,15.45,15,0,807,0
1.0,0.8295,0,2,3,5.8,17,0,711,0
49.22,0.0,0,3,6,3.13,0,0,900,1
1.0,0.5942,196,5,3,27.52,10,0,900,1
1.0,0.4375,83,7,3,4.65,9,0,695,0
3.24,0.4236,73,6,1,5.84,6,0,872,1
9.09,0.337,0,7,4,24.54,8,0,900,1
22.73,0.0,136,2,2,28.22,6,0,782,1
1.0,0.736,47,3,0,11.96,5,0,854,1
8.43,0.0,153,6,2,42.42,13,1,569,0
24.1,0.0,107,0,2,14.92,25,0,711,0
50.16,0.0,0,2,1,8.21,7,0,900,1
9.26,0.0,134,4,2,28.08,14,1,535,0
7.77,1.0,0,2,0,0.5,1,0,881,1
12.95,0.2647,16,7,0,7.07,11,0,837,1
20.69,0.0,0,0,2,12.5,7,0,785,1
1.0,0.1193,54,0,1,27.33,26,0,868,1
29.62,0.0,80,4,3,36.37,7,1,458,0
1.0,1.0,119,3,4,0.5,13,0,900,1
3.28,0.5504,119,1,2,16.92,1,0,833,1
4.04,0.3838,159,3,3,26.53,15,0,900,1
5.63,0.8721,27,8,2,0.5,0,1,712,0
1.0,0.0,128,4,0,19.18,11,0,356,0
7.39,0.1198,26,5,1,18.05,14,0,817,0
11.15,1.0,22,4,0,0.5,0,0,891,1
6.46,0.0,74,9,0,5.91,18,0,613,0
29.12,0.0,87,1,2,33.65,9,0,661,1
20.02,0.0,70,3,1,22.67,12,0,643,0
22.48,0.1699,14,1,0,9.85,9,0,900,1
1.0,0.0,124,0,4,41.75,9,1,761,0
1.0,0.0,64,5,4,29.51,15,0,580,0
2.13,0.0802,2,2,4,21.27,12,0,900,0
36.52,0.0,133,1,3,0.5,23,0,741,0
3.86,0.0,39,9,3,23.0,13,0,736,0
1.0,0.0,26,0,2,26.69,20,0,540,0
9.56,1.0,101,0,0,0.5,0,1,619,1
31.78,0.0,61,3,2,45.87,18,0,598,0
18.29,0.0,45,5,6,25.25,9,0,596,0
1.0,0.6982,130,11,2,13.13,7,0,900,1
1.0,0.3428,67,7,1,11.35,30,0,822,1
30.32,0.0,2,5,3,5.1,1,0,708,0
19.57,0.3476,17,3,0,0.5,6,0,393,0
13.91,0.0,159,5,2,29.15,5,0,406,0
16.01,0.0,88,6,2,29.86,9,0,588,0
1.0,0.6499,0,7,1,9.87,20,0,822,0
21.43,0.0,121,7,0,2.29,17,0,753,0
30.53,0.3943,2,1,0,0.5,6,0,900,1
27.47,0.0,134,4,1,10.26,5,0,760,0
9.75,0.0,92,4,0,3.84,14,0,610,0
30.93,0.0,53,5,3,0.5,25,0,680,0
3.77,0.5192,100,6,2,15.81,4,1,900,0
22.71,0.0972,12,2,3,10.29,1,0,804,1
1.0,1.0,197,6,8,0.5,5,0,812,1
1.0,1.0,95,5,1,1.1,8,0,856,1
1.0,0.7775,4,2,1,14.27,5,0,820,1
26.28,0.0,92,4,4,47.71,5,1,390,0
35.92,0.0,44,5,2,0.5,20,0,656,1
14.86,0.0,147,0,1,33.05,12,1,552,0
39.18,0.0,130,3,0,57.49,0,1,900,1
31.87,0.0,89,5,3,41.67,8,0,758,0
1.0,0.5501,0,7,0,15.83,28,0,789,0
19.23,0.7964,25,9,2,0.5,0,1,849,1
35.25,0.0,103,0,2,21.89,13,0,839,0
2.32,0.0,130,2,0,20.31,10,0,489,0
34.77,0.0,50,4,1,0.5,4,0,820,1
37.58,0.0,31,2,0,21.9,17,0,461,0
1.0,0.0,142,6,0,16.59,4,0,551,0
6.86,0.0,136,0,3,27.97,6,0,706,1
25.64,0.0,61,9,1,0.5,14,0,760,0
11.43,0.0,136,4,2,23.18,7,0,625,0
15.81,0.0,149,7,1,30.06,8,0,329,0
15.38,0.0,0,5,4,21.47,19,0,806,0
11.44,0.0,107,0,1,14.28,20,0,650,1
33.87,0.0,66,1,2,41.47,12,0,572,0
20.52,0.0,65,0,1,6.74,5,0,417,0
10.75,0.1355,62,7,0,5.31,4,0,621,1
29.3,0.0,56,2,3,47.96,5,1,444,0
17.25,0.449,22,5,2,0.5,0,1,645,1
26.43,0.0,98,9,7,44.88,13,0,388,0
15.92,0.0,143,1,1,30.15,22,0,804,1
10.49,0.2697,148,6,3,15.16,3,1,425,0
1.0,0.0,182,1,0,11.49,6,0,552,0
13.32,0.0,0,2,2,26.3,24,0,516,0
17.54,0.0706,66,1,4,6.05,0,0,745,1
7.06,0.0,21,6,2,33.88,27,0,736,1
1.0,0.0011,52,3,1,16.85,20,0,600,0
1.0,0.0,137,4,1,20.76,6,0,551,0
13.16,0.0,157,5,1,23.36,13,1,607,0
26.35,0.0,70,3,3,15.82,9,0,617,0
33.28,0.0,216,0,3,28.48,3,1,738,1
20.49,0.0,62,2,4,35.69,23,0,300,0
1.0,0.3405,0,2,2,25.16,24,0,900,1
12.66,0.0,113,2,1,16.28,12,0,544,0
26.31,0.6858,0,5,0,0.5,4,0,828,1
19.84,0.8425,29,1,2,0.5,0,0,836,1
7.96,0.0,108,2,2,33.55,13,0,739,1
19.08,0.0,112,5,2,0.5,26,0,666,1
1.0,0.0,169,4,1,1.66,27,0,769,0
4.49,0.2008,67,1,1,12.95,7,0,680,1
2.9,0.0801,100,1,0,18.18,16,1,638,1
20.02,0.0063,67,0,0,0.5,15,0,665,0
22.62,0.0,51,4,0,2.7,7,0,900,1
9.45,0.3991,205,5,0,2.16,14,1,622,0
6.36,0.7275,57,1,1,0.5,4,0,876,1
9.8,0.0,163,5,4,29.19,7,1,611,0
9.78,1.0,124,6,0,0.5,0,0,857,1
18.34,0.4386,68,2,1,0.5,7,0,806,1
8.61,0.1032,15,3,1,15.39,21,0,753,0
21.1,0.0943,0,6,3,11.49,5,0,816,1
29.24,0.0,119,5,1,15.85,24,0,699,0
3.46,0.0,92,3,0,19.81,11,0,669,0
39.09,0.0,59,3,4,31.57,4,1,475,0
1.0,0.3352,117,6,0,14.39,12,0,680,1
27.98,0.0,76,2,2,24.07,8,0,721,0
1.0,0.0,97,7,1,7.64,26,1,338,0
10.54,0.0,69,1,4,22.51,6,0,778,0
11.5,0.0,14,3,0,16.23,10,0,726,1
31.21,0.0,9,2,0,45.7,17,0,742,1
8.15,0.4761,130,7,3,0.5,0,1,549,1
1.0,0.753,83,0,1,0.5,2,0,834,1
36.9,0.0,67,3,3,44.36,12,1,505,0
32.24,0.0,0,2,3,13.76,1,1,663,1
1.0,0.0,13,1,5,36.15,15,0,832,0
37.77,0.0,38,3,1,19.88,10,1,358,0
14.02,0.4445,12,3,0,4.98,20,1,805,0
1.72,0.6586,7,3,0,6.07,10,0,887,1
29.01,0.0,93,1,0,27.98,9,1,377,0
7.49,0.0209,55,6,1,16.84,14,0,716,1
14.9,0.432,57,6,1,0.5,8,0,763,1
1.0,0.4084,38,7,2,25.4,19,0,900,1
1.0,0.3142,61,1,0,9.52,22,0,705,1
39.5,0.0,36,2,3,44.24,9,1,354,0
15.7,0.7425,0,3,0,0.5,4,0,800,1
1.0,1.0,172,7,3,0.5,27,0,900,1
18.65,0.1057,123,0,0,0.5,10,0,571,0
21.12,0.507,35,5,1,0.5,0,0,806,1
20.09,0.7554,0,7,0,0.5,7,0,900,1
16.97,0.6771,1,3,1,0.5,0,1,580,1
1.0,0.0136,150,3,3,18.64,4,1,686,0
19.38,0.0,66,3,0,15.51,10,0,900,1
13.59,0.6075,63,3,2,0.5,0,1,671,0
13.6,0.0818,106,1,2,19.35,9,0,735,1
1.44,0.9028,95,2,1,10.87,18,1,804,0
15.28,0.0647,195,1,4,1.98,13,0,593,1
20.0,0.0,62,7,0,37.97,13,0,756,1
1.0,0.0,168,3,2,27.05,14,0,693,0
24.24,0.555,86,7,0,0.5,0,0,757,1
43.59,0.0,23,10,3,24.85,0,0,507,0
22.19,0.0,122,2,2,41.88,14,1,486,0
5.64,0.0,166,3,5,19.4,0,1,591,0
1.0,0.0,149,1,2,19.01,0,0,586,0
22.87,0.0,70,5,1,2.47,12,0,769,0
3.1,0.0,82,2,2,33.64,18,0,441,0
1.0,0.6805,135,4,1,0.5,6,1,461,0
1.0,0.0634,0,0,3,22.39,20,0,655,1
17.68,0.0,105,3,2,27.9,11,0,900,1
4.64,0.0,87,9,6,41.77,9,0,787,0
21.28,0.8498,72,0,1,0.5,0,1,610,1
16.39,0.0,106,7,1,6.52,13,0,622,0
7.12,0.0,158,0,0,0.5,21,0,835,0
7.27,0.0,102,1,4,27.62,10,0,387,0
1.0,0.4634,56,1,0,14.4,21,1,561,0
26.77,0.6467,67,4,2,0.5,0,1,664,0
31.17,0.0,92,5,2,25.59,5,1,516,0
1.0,1.0,68,7,1,5.31,9,1,900,0
11.73,0.0,66,4,2,13.08,7,0,603,0
13.29,0.5623,86,5,0,0.5,1,0,777,1
9.4,0.0,62,4,5,29.67,12,0,643,0
1.0,0.8701,112,4,1,12.71,13,0,733,1
10.47,0.0,97,6,4,46.83,11,0,879,0
16.11,0.7504,94,3,1,0.5,0,1,703,1
14.56,0.0,85,8,1,5.94,12,0,627,0
23.35,0.0,127,2,2,29.05,6,0,820,1
1.0,1.0,57,3,1,10.02,13,1,900,0
7.67,0.0,114,6,1,23.19,8,0,565,0
1.0,0.4978,0,5,0,7.29,11,0,710,1
15.5,0.0,102,0,4,35.8,5,0,560,0
1.26,0.7713,152,7,4,7.59,2,0,875,1
27.41,0.0,111,4,0,10.34,7,0,449,0
32.3,0.0,74,4,2,34.45,15,1,553,0
7.97,0.1629,123,3,6,27.2,5,0,668,0
8.04,0.0,110,6,0,28.51,21,1,788,1
3.17,0.5235,143,4,2,3.24,13,1,591,0
12.16,0.0,128,1,0,14.06,19,1,429,0
8.23,0.098,80,0,0,14.63,10,0,619,1
30.79,0.0,145,8,0,18.84,8,0,376,0
14.83,0.0,105,3,0,3.23,18,0,435,0
1.68,0.0,60,5,2,14.88,15,0,538,0
26.38,0.0845,124,9,1,6.39,4,1,461,0
40.03,0.0,63,1,2,10.5,21,0,589,0
1.0,1.0,47,7,1,9.29,15,0,900,0
2.23,0.0,94,3,2,19.31,17,1,530,0
24.75,0.0,56,0,3,45.67,12,0,627,0
10.49,1.0,61,5,0,0.5,0,1,717,1
17.83,0.2562,179,0,3,25.38,0,0,900,1
26.38,0.6509,0,5,4,0.5,0,0,900,1
13.75,0.0,69,4,1,31.35,14,0,415,0
1.45,0.1933,49,10,1,23.01,17,0,894,1
17.1,0.2642,56,0,0,0.5,5,0,758,1
6.28,0.0,164,5,3,26.52,5,0,429,0
15.5,0.0,0,3,0,22.42,19,0,900,1
1.0,0.4717,150,5,2,1.21,16,1,648,1
3.17,0.4078,127,4,0,0.5,4,0,729,0
1.0,0.0,49,4,2,12.76,14,0,566,0
1.0,0.7698,107,2,4,18.71,13,0,900,1
15.79,0.0888,135,0,0,0.5,14,0,696,0
36.2,0.0,66,3,3,39.83,5,1,364,0
11.35,0.4643,92,3,8,38.81,0,0,798,0
12.3,0.0673,54,7,1,7.38,7,0,900,1
15.95,0.0,155,0,1,21.45,18,0,763,0
16.54,0.0,116,3,2,34.86,14,0,551,0
21.41,0.0,80,9,2,18.91,7,0,506,0
25.72,0.0,109,2,2,0.5,21,0,723,0
1.0,0.9251,134,1,1,18.73,2,0,900,1
21.79,0.0,181,4,4,29.93,0,1,650,0
3.23,0.0,171,3,0,11.71,12,0,389,0
40.03,0.0,39,7,0,18.92,16,0,552,0
21.46,0.0,84,6,2,14.74,26,0,652,0
7.21,0.0,67,3,6,20.24,15,1,541,0
9.53,0.0,122,0,2,21.17,11,1,518,0
19.42,0.0,185,3,1,29.09,10,0,300,0
24.28,0.0,109,4,0,4.61,16,0,810,0
20.29,0.0,96,7,2,18.17,13,0,607,0
1.0,0.6155,195,8,4,15.86,7,1,618,0
42.13,0.0,0,1,2,6.53,4,0,875,1
5.23,0.1674,108,6,2,31.07,19,0,900,1
13.04,0.0,37,2,3,25.53,23,0,494,0
1.0,0.3101,153,2,1,10.46,17,0,762,0
13.44,0.2611,141,0,2,6.5,0,0,900,0
18.74,0.1175,94,1,0,0.5,21,0,779,0
10.61,0.2152,10,7,2,17.67,11,0,900,1
9.83,0.2344,171,2,2,27.35,13,0,900,1
14.36,0.2619,86,1,4,26.89,3,1,435,0
31.75,0.0,0,5,2,12.05,3,0,735,1
6.78,0.4401,126,1,2,10.55,10,1,533,0
28.79,0.4314,0,7,3,0.5,2,0,900,1
18.35,0.0,79,9,4,17.92,2,0,651,0
4.88,0.7431,106,2,1,0.5,4,0,699,1
14.85,0.1267,132,0,0,0.65,10,0,612,0
26.52,0.0,99,3,3,44.1,13,0,685,0
26.52,0.0,209,4,1,24.42,6,0,300,0
1.0,0.7488,0,8,1,5.83,8,0,843,1
32.74,0.0,61,0,2,24.65,11,0,587,0
1.0,0.7417,61,4,0,1.96,14,0,708,1
19.48,0.5189,82,1,0,0.5,0,0,719,0
5.01,0.9191,53,4,0,0.5,5,0,900,1
9.2,0.3343,155,0,1,0.5,0,1,490,1
1.0,0.0,69,6,3,32.11,13,0,512,0
25.24,0.0,104,4,1,37.36,14,0,859,1
29.18,0.411,0,2,1,0.5,3,0,900,1
1.0,0.3326,99,5,2,12.64,14,0,662,0
10.51,0.0,81,0,0,1.9,13,0,486,0
26.95,0.7967,58,6,1,0.5,0,1,620,1
1.0,0.3977,165,4,3,27.67,12,1,653,0
1.0,1.0,126,0,3,0.5,3,0,834,1
1.0,0.6488,221,6,4,0.5,9,0,537,1
19.88,0.0,98,4,2,9.24,26,1,328,0
37.4,0.0,38,3,2,23.78,7,0,579,0
1.0,0.0,113,0,3,21.72,14,0,541,0
1.0,0.6337,101,6,2,2.55,16,0,900,1
3.09,0.8257,179,6,5,3.85,6,0,900,1
3.05,0.2823,82,9,1,25.97,7,1,797,1
1.0,0.3686,84,11,1,20.47,16,1,634,0
5.31,0.0,164,2,2,27.64,17,0,825,0
9.67,0.0,113,2,5,38.76,4,0,640,0
27.14,0.0,160,7,0,37.05,12,1,792,1
1.17,0.7025,110,1,3,0.5,0,0,519,1
2.55,0.0,177,1,1,13.08,12,0,364,0
1.61,0.5224,58,1,3,16.82,6,0,900,1
1.0,0.2371,46,3,0,9.99,15,0,573,1
12.07,0.6334,44,1,0,0.5,2,0,694,0
1.0,1.0,211,0,5,0.5,14,0,900,1
10.27,0.1583,122,6,1,13.99,11,1,503,0
3.46,0.0,108,0,0,23.6,18,0,392,0
1.0,0.0,190,4,0,18.92,7,0,363,0
1.0,0.0,0,3,4,29.16,15,0,730,0
1.0,0.5818,122,5,1,23.05,14,0,900,1
25.65,0.0,134,5,1,29.24,2,1,705,1
1.0,0.0,42,0,0,29.87,24,0,561,0
7.31,0.6317,88,8,0,0.5,1,1,581,1
1.0,0.1827,127,0,1,29.16,10,1,777,0
23.28,0.0,69,4,3,37.08,8,1,513,0
36.99,0.02,8,10,2,1.49,0,0,813,1
10.67,0.0,102,6,3,22.31,12,0,650,0
24.33,0.0,81,3,0,6.12,20,0,843,0
11.35,0.0918,113,2,4,24.68,3,0,580,0
3.4,0.0,90,8,2,10.08,10,0,643,0
23.16,0.0,95,8,2,36.33,11,0,609,0
38.23,0.0,66,0,1,29.22,16,0,685,0
21.43,0.0,84,6,0,18.8,2,1,541,1
1.0,0.2286,152,5,1,18.16,18,1,583,0
20.01,0.0552,83,5,2,12.26,0,0,529,0
5.98,0.1575,105,3,4,15.58,4,0,671,0
1.0,0.0946,97,1,1,18.82,13,1,483,1
18.4,0.0,109,5,1,38.54,24,1,623,1
11.76,0.0,75,5,4,17.33,10,0,599,0
1.0,0.4024,124,0,0,27.7,11,1,900,1
1.0,1.0,0,0,3,0.5,28,0,900,1
33.11,0.1124,0,0,2,10.39,6,0,900,1
21.88,0.0,38,12,1,0.5,11,0,538,0
22.13,0.8063,0,6,1,0.5,1,1,748,1
1.0,0.5046,36,1,2,0.5,7,0,444,1
1.0,0.0,210,5,0,37.87,11,0,440,0
4.08,0.3368,139,0,1,37.07,11,0,900,1
34.09,0.0,80,4,3,0.5,22,0,657,0
21.65,0.0,97,5,1,16.54,9,0,592,0
12.62,0.0,76,0,0,21.89,11,0,667,1
15.07,0.0,16,2,1,16.59,21,0,597,0
41.3,0.0,0,5,2,21.29,10,0,900,1
1.0,0.0,84,1,2,24.47,16,0,512,0
11.78,0.3477,160,0,4,21.51,2,1,538,0
1.0,1.0,94,2,5,4.09,22,1,682,0
19.03,0.2366,48,6,3,0.5,0,0,812,1
21.0,0.3379,0,2,5,11.64,2,0,900,1
14.69,0.102,106,4,3,15.99,6,0,596,0
1.0,0.0,189,5,1,12.25,4,0,449,0
23.36,0.0,132,9,0,10.85,13,1,564,0
19.94,0.0,61,4,0,12.54,17,0,566,0
17.11,0.0081,0,1,1,13.95,8,0,866,1
10.08,0.0525,99,1,0,0.5,11,0,573,0
19.63,0.0,47,6,1,48.17,15,0,835,1
3.11,0.004,168,6,4,24.2,15,0,840,0
10.14,0.2807,187,4,2,17.93,7,1,764,1
11.07,0.9142,24,0,1,0.5,6,0,877,1
35.14,0.4819,0,6,4,0.5,0,0,855,1
22.71,0.0689,127,4,4,22.61,4,1,663,0
26.02,0.0,52,4,3,36.12,17,0,723,0
16.4,0.0,158,9,2,10.6,1,0,615,0
1.0,0.0029,0,1,1,6.61,31,0,397,0
1.0,0.2804,69,4,3,14.52,28,1,453,0
1.0,0.0,50,7,1,17.89,24,0,430,0
45.47,0.0,0,8,0,19.85,11,0,404,0
2.52,0.0,110,0,0,21.95,11,0,674,1
1.0,0.7121,125,0,2,3.09,2,0,727,1
21.66,0.1331,49,4,2,0.5,0,0,791,1
20.03,0.6495,36,9,0,0.5,3,0,900,1
8.88,0.0,48,6,1,19.42,21,0,439,0
1.0,0.2482,158,3,2,7.95,2,0,732,0
1.0,0.9952,169,4,6,12.87,0,1,665,0
23.71,0.0,120,3,2,17.37,7,1,618,0
7.24,0.0,86,9,1,17.04,13,0,399,0
1.0,0.6154,140,7,3,11.18,10,0,885,1
31.88,0.2568,74,8,3,0.5,0,1,652,1
12.3,0.0,99,5,0,19.42,14,1,373,0
20.46,0.1132,142,6,0,0.5,12,1,573,0
8.43,0.0,58,5,3,31.06,24,0,336,0
14.41,0.0,0,1,1,34.02,14,0,685,1
16.65,0.5857,8,1,2,0.5,0,1,559,1
6.32,0.0,49,5,1,39.8,29,0,823,1
30.61,0.0,0,1,0,18.52,15,0,766,1
1.0,0.0,45,3,0,21.55,22,0,439,0
33.41,0.0,0,5,0,13.96,7,0,746,1
6.72,0.0,157,7,2,17.16,0,0,590,0
7.46,0.4382,197,0,4,9.75,13,0,889,1
1.0,0.4682,35,0,0,30.19,8,0,900,1
8.01,0.3453,188,3,4,28.39,14,0,900,1
14.67,0.0,122,2,4,25.99,10,0,358,0
1.0,0.0,86,3,2,37.57,16,0,597,0
4.85,0.0,123,1,0,19.81,9,0,675,1
6.46,0.1356,85,2,1,3.38,10,0,418,1
18.57,0.0,125,2,4,26.94,1,0,616,0
15.01,0.1897,64,2,0,17.66,0,0,627,1
16.79,0.0,103,1,1,17.08,23,0,550,1
34.62,0.0,80,3,1,38.44,18,0,773,0
