transaction_amount,merchant_category,time_delta_seconds,device_risk_score,location_cluster,tx_frequency_24h,avg_amount_7d,is_new_merchant,hour_of_day,is_fraud
11716.53,1,560.0,0.0,2,0,3425.8,0,4,0
6276.53,12,48.0,0.3699,0,2,6459.66,0,10,0
810.67,8,139.0,0.6526,2,2,3200.24,0,13,0
1746.38,4,509.0,0.0,4,0,1848.4,1,0,0
3598.72,1,451.0,0.6803,6,0,2525.15,0,10,0
5670.34,5,181.0,0.0,7,12,3802.61,0,0,1
9832.97,7,21.0,0.75,8,0,1987.7,0,19,1
1247.44,16,275.0,1.0,4,5,10007.64,0,4,1
2957.63,8,290.0,0.2543,2,4,1334.31,0,3,0
11551.83,1,495.0,1.0,7,6,2227.2,0,14,0
12754.32,1,433.0,0.0,10,7,7253.03,0,6,0
8967.72,3,686.0,0.3476,4,4,215.76,1,0,0
3016.03,7,133.0,0.506,3,10,5499.7,0,0,0
9896.36,1,581.0,1.0,7,7,2507.66,1,11,0
3000.41,20,741.0,0.6924,7,2,12541.9,0,17,1
5080.49,4,795.0,0.5718,4,1,2489.22,1,2,0
1866.89,15,261.0,0.4123,0,11,51.28,0,6,0
7815.97,1,253.0,0.5352,9,0,5283.92,0,2,0
3447.92,4,194.0,0.1545,4,5,4159.61,0,0,0
6166.86,20,513.0,0.2897,3,6,5217.74,0,0,1
4933.49,1,405.0,0.2693,7,0,3792.8,0,17,0
691.34,5,570.0,0.886,3,0,2987.82,0,10,0
10604.31,1,155.0,0.1321,5,0,196.93,1,6,0
521.27,20,1706.0,0.1918,6,8,12283.84,1,23,1
8239.09,1,1135.0,0.9784,5,2,2122.82,0,0,0
2048.18,17,651.0,0.8679,0,10,6291.75,0,9,1
5528.63,14,342.0,1.0,5,4,5838.91,0,13,1
15501.13,1,702.0,0.0,10,0,8374.58,1,10,0
520.88,10,532.0,0.2403,3,0,5180.96,0,5,0
8081.19,13,174.0,0.3847,5,12,3079.18,0,3,1
16060.47,1,54.0,1.0,1,1,4688.64,0,6,0
1292.31,1,663.0,0.0,2,5,2528.81,0,9,1
837.37,1,39.0,0.9443,10,0,16401.83,0,0,0
1505.53,15,981.0,0.0,3,3,1086.6,1,11,1
2560.78,18,592.0,1.0,4,0,8360.14,0,15,1
10832.97,2,347.0,0.2495,10,0,7126.5,0,10,0
19615.36,3,1054.0,0.0,8,0,437.29,0,20,0
4354.67,6,215.0,0.2679,2,8,268.44,0,4,0
11950.37,6,407.0,0.6068,10,5,10017.38,0,17,0
11594.38,1,429.0,1.0,4,2,1617.37,0,20,1
9188.6,15,575.0,0.0,7,0,10511.04,1,2,1
8441.04,1,1151.0,0.8754,9,0,3206.61,1,0,0
8727.36,10,1136.0,0.4767,0,6,4744.39,0,0,0
10019.83,1,43.0,0.9277,8,4,8738.0,0,2,0
5057.73,13,16.0,0.7036,6,0,10596.18,0,1,0
9531.12,1,264.0,0.1134,5,0,2010.78,0,3,0
8404.47,10,716.0,1.0,0,0,904.94,0,9,0
4538.73,4,459.0,0.0,7,4,5875.7,0,0,0
9886.76,9,267.0,0.0151,1,3,35.65,0,0,0
10836.58,12,903.0,0.2786,2,1,9294.45,0,5,0
8605.7,1,824.0,0.0,9,0,8819.98,0,1,0
2542.94,2,34.0,0.7996,3,5,8887.15,0,0,1
1103.82,17,543.0,1.0,6,0,8950.62,0,10,1
7247.24,8,108.0,1.0,4,2,12627.87,0,0,0
1690.16,2,391.0,1.0,0,7,4214.99,0,13,0
6106.01,6,481.0,0.0,4,0,199.15,0,2,0
1759.31,11,338.0,0.6029,0,2,7998.7,0,14,0
5176.05,18,460.0,0.7794,6,0,5890.36,0,5,1
926.17,8,257.0,0.0688,1,0,293.61,0,0,0
5430.92,6,103.0,0.3209,2,2,158.72,0,4,0
9680.65,11,370.0,0.9807,5,5,3641.89,0,23,0
2688.76,6,640.0,0.0,2,3,1237.53,0,0,0
3033.0,1,390.0,0.0,0,19,2167.42,0,0,0
2248.6,12,284.0,0.1199,0,9,2259.19,0,0,0
15124.66,11,934.0,1.0,1,3,6217.69,0,0,0
9559.94,6,135.0,0.4999,6,10,2162.44,0,12,0
10823.58,6,290.0,0.9777,0,0,2481.33,0,17,0
2323.8,7,496.0,0.5187,2,0,5156.25,0,8,0
49.22,2,175.0,0.2187,9,17,12443.88,0,0,0
3714.77,4,1.0,0.357,2,3,4903.59,0,11,0
637.32,6,695.0,0.7384,3,1,3314.4,0,6,0
1621.06,10,32.0,0.6241,0,8,2870.72,0,0,0
8616.68,9,422.0,0.0,0,11,5805.42,1,0,1
16537.03,5,327.0,0.3929,3,3,5605.56,0,20,0
9583.35,3,1.0,0.6443,0,15,226.43,0,0,0
8750.78,6,476.0,0.3947,10,0,9975.58,0,11,0
9616.08,8,1230.0,0.0,10,6,13975.83,1,9,0
5977.99,2,192.0,1.0,2,13,91.86,0,15,0
11502.65,13,191.0,0.0,1,0,5420.13,0,3,0
14216.25,1,1032.0,0.0,10,1,8799.28,0,10,0
9006.39,7,552.0,0.1618,8,5,6124.39,0,10,0
521.24,10,217.0,0.3719,0,0,3398.58,0,1,0
7349.19,1,8.0,0.6895,3,9,6624.73,0,0,0
21332.93,1,66.0,0.5094,10,7,16701.65,1,10,0
7665.88,11,329.0,0.3795,7,9,8997.3,0,5,1
7240.46,5,483.0,0.0,2,0,3098.72,0,2,0
8960.88,1,585.0,1.0,5,6,712.45,0,9,0
4504.35,15,458.0,1.0,8,0,15027.22,0,13,1
12896.48,8,773.0,0.2124,10,0,7741.1,0,17,0
847.7,7,259.0,0.7659,2,3,2753.72,0,0,0
556.46,12,70.0,0.4552,0,2,5449.71,0,4,0
6019.7,4,29.0,0.4672,2,2,609.72,0,5,0
11494.19,13,13.0,0.494,0,3,9478.82,0,18,0
8837.13,19,291.0,0.1033,4,7,2744.69,0,0,1
16737.41,1,467.0,0.8252,10,3,10153.59,0,19,0
4249.01,1,155.0,0.4937,6,0,1160.11,0,9,0
6156.03,14,505.0,0.4952,1,0,885.15,0,0,0
6987.29,19,247.0,0.3889,5,0,4831.53,0,1,1
478.58,8,18.0,0.8706,2,11,3998.68,0,6,0
13764.74,5,136.0,0.0,1,2,8.15,1,0,0
18234.24,1,225.0,0.174,7,3,2084.79,0,16,0
622.74,9,461.0,0.694,2,0,201.21,0,1,0
3354.31,11,162.0,0.6024,10,1,11989.84,0,8,0
15082.77,17,160.0,0.0,2,12,3856.21,0,0,1
5099.12,20,380.0,1.0,5,1,8252.52,0,16,1
16522.76,1,1129.0,1.0,4,0,2768.38,0,1,0
2991.03,1,227.0,0.5428,4,4,2743.7,0,6,0
10148.85,11,682.0,0.8675,0,3,4554.57,0,2,0
2785.23,15,604.0,0.1097,0,10,1269.46,0,4,0
11721.53,3,121.0,0.5752,7,0,1625.46,0,11,0
11738.6,15,175.0,0.5086,5,0,1131.45,0,9,1
9201.45,20,659.0,0.0,0,0,9526.01,0,12,0
8636.93,12,649.0,0.4278,0,0,5007.51,0,12,0
6102.65,20,1121.0,1.0,1,0,2342.57,0,15,1
1858.24,9,232.0,0.0,3,0,331.23,0,0,0
6460.73,3,1125.0,1.0,6,0,5282.73,0,0,0
1643.89,1,549.0,0.4128,8,6,656.22,1,1,0
7772.83,15,202.0,0.4405,7,1,4405.46,0,7,1
877.76,3,207.0,0.172,8,0,11305.04,0,0,0
13967.93,1,116.0,0.1404,10,7,4900.94,0,1,0
2753.36,1,147.0,0.6057,5,2,130.69,0,9,0
15186.3,5,447.0,0.7796,10,6,7269.08,0,21,0
1639.51,8,306.0,0.5446,0,0,5468.56,0,3,0
9884.29,7,383.0,0.5649,6,1,3765.51,0,16,0
1151.47,7,88.0,0.3661,4,0,6998.63,0,0,0
2073.71,20,334.0,0.3539,0,7,2855.58,0,0,0
8158.12,5,26.0,0.3114,3,7,3554.1,0,9,0
3102.15,20,817.0,1.0,4,2,6775.58,0,10,1
5179.36,11,66.0,0.4714,0,3,3590.85,0,0,0
14438.66,1,276.0,0.0273,8,3,2146.24,0,4,0
12372.56,1,336.0,1.0,7,0,1938.76,1,15,0
4646.35,12,20.0,0.0028,7,3,8890.59,1,0,1
8174.69,20,319.0,0.3732,0,0,440.69,0,0,0
16453.22,1,478.0,0.4878,10,6,9965.0,0,18,0
4218.54,3,392.0,0.0,3,3,3054.79,0,0,0
14445.15,6,762.0,0.0,9,4,3552.38,1,17,0
9965.47,13,465.0,0.1235,1,0,4112.95,0,15,0
8185.97,4,38.0,0.4977,0,3,4011.13,0,7,0
4923.36,13,1.0,0.3165,8,1,7547.04,1,5,1
2355.13,1,664.0,0.235,5,0,1429.68,0,0,0
19619.11,1,638.0,0.0994,10,9,7673.68,0,14,0
9902.03,5,1.0,0.4109,8,15,4110.54,0,9,1
3366.17,13,523.0,0.0,0,0,1531.72,0,0,0
253.16,20,836.0,1.0,7,7,8930.55,0,11,1
18701.46,1,218.0,0.6471,10,9,4074.31,0,22,0
3277.62,1,999.0,0.7844,9,7,280.05,1,3,0
14781.06,2,950.0,0.0,9,4,6030.92,0,10,0
13764.85,3,784.0,0.0,9,0,5560.86,0,11,0
11880.57,9,1356.0,1.0,2,3,158.91,0,0,0
3249.49,17,285.0,0.4506,0,0,2885.67,0,3,0
2863.03,6,501.0,0.1098,1,6,46.49,0,5,0
1732.37,6,437.0,0.0,0,0,2320.92,0,0,0
573.23,7,135.0,0.6004,2,4,4284.78,0,1,0
7931.77,16,541.0,0.1197,0,4,9132.8,0,15,0
10805.69,1,39.0,0.0,6,7,2368.03,1,0,0
132.96,19,447.0,1.0,6,0,10860.24,0,6,1
13848.01,8,205.0,0.1795,3,3,2364.34,0,9,0
1336.73,10,679.0,1.0,1,4,1625.23,0,7,0
8242.93,6,318.0,0.0,3,0,873.67,0,6,0
16711.13,2,339.0,0.3477,10,1,5541.2,0,17,0
8198.26,1,143.0,0.3689,6,7,3379.21,1,2,0
6124.51,8,1.0,0.4563,1,0,3192.03,0,10,0
10907.38,14,817.0,0.2508,1,1,3101.24,0,21,0
6773.93,6,435.0,0.4005,2,1,2461.37,1,2,0
5391.36,1,137.0,0.5461,3,0,1717.94,0,4,0
2226.96,8,266.0,0.0,1,11,1270.05,0,0,1
6332.46,6,285.0,0.1941,6,0,12537.01,0,0,0
1486.47,10,17.0,1.0,7,0,11317.84,0,10,0
12343.37,4,651.0,0.3134,10,10,10354.45,0,15,0
8184.29,2,396.0,0.0819,4,0,1529.84,0,3,0
2485.2,1,403.0,0.8717,7,11,6165.68,0,2,1
5391.13,18,43.0,0.619,0,3,7072.64,0,11,0
8103.36,7,392.0,0.2733,3,9,864.38,0,9,0
9687.64,1,497.0,0.0,8,0,5713.34,0,0,0
11415.76,16,527.0,1.0,0,6,5297.78,0,10,0
6645.12,9,203.0,0.7822,6,0,4030.12,0,10,1
9624.11,11,1.0,0.6412,0,19,4295.45,0,8,0
920.02,1,417.0,0.7517,4,5,3391.89,0,12,0
7377.89,20,28.0,0.0,0,6,6919.17,0,0,0
2254.15,1,179.0,0.8842,4,0,717.81,0,13,0
3216.27,3,379.0,1.0,1,4,2901.32,0,15,0
2458.48,10,299.0,0.0,0,6,4480.13,0,0,0
640.34,1,595.0,0.8152,10,6,280.96,1,9,0
4596.5,2,39.0,0.9659,3,0,3279.4,0,21,0
9615.41,1,281.0,0.2689,10,2,9978.1,0,2,0
3850.51,8,271.0,0.6124,4,3,5366.22,0,7,0
11619.23,20,678.0,0.6008,0,7,4725.3,0,1,0
26570.55,1,532.0,0.0604,10,10,9651.88,0,14,0
11493.98,1,3.0,0.3998,7,0,3496.43,0,3,0
272.8,6,718.0,0.0,7,4,10898.71,0,0,0
4821.74,1,403.0,0.0,4,4,3070.17,0,0,0
17536.33,1,941.0,0.0,10,0,6692.98,1,14,0
459.78,17,81.0,0.0,0,0,1134.44,0,0,0
9687.72,8,197.0,0.4485,0,3,2458.73,0,0,0
19964.4,20,1335.0,0.0,1,0,1473.85,1,14,1
7549.94,1,271.0,1.0,7,3,5539.33,0,6,0
3889.22,13,462.0,0.2544,0,9,7585.72,0,9,0
14099.24,1,348.0,1.0,2,15,165.06,0,9,0
9316.46,20,843.0,0.0,0,7,9073.29,0,8,0
624.48,2,401.0,0.5734,2,0,2001.51,0,16,0
20749.96,1,102.0,0.0,6,0,4637.07,0,8,0
13098.55,1,187.0,0.726,10,0,12513.53,0,11,0
7286.93,6,328.0,1.0,0,2,6527.08,0,21,0
1916.35,19,468.0,0.7634,0,0,1411.18,0,16,0
1301.59,20,275.0,0.0435,0,4,6584.98,0,0,0
9019.11,8,126.0,0.4113,7,6,3248.05,0,12,1
6352.52,13,368.0,0.0959,1,6,5582.32,0,0,0
10114.98,2,146.0,0.4639,0,9,934.59,0,0,0
938.61,3,938.0,0.5471,5,4,1475.97,0,0,0
3387.55,7,581.0,0.7945,2,2,276.64,0,2,0
10170.63,2,725.0,0.0662,8,0,8586.85,0,6,0
8334.18,2,277.0,0.1424,6,0,3513.03,0,5,0
4398.83,8,75.0,0.7495,5,0,5056.29,0,8,0
4045.31,17,846.0,0.5315,0,3,1117.22,0,0,0
12554.67,7,886.0,0.0,9,10,6374.71,1,14,0
19336.73,1,536.0,1.0,1,8,164.48,0,6,0
18580.68,1,260.0,0.9605,1,0,4058.38,0,6,0
1735.33,13,702.0,0.0,6,6,6428.39,1,8,1
6700.15,1,209.0,0.3575,10,7,11818.9,0,0,0
8968.1,12,341.0,1.0,0,6,6593.65,0,0,0
8932.06,1,57.0,1.0,3,0,985.54,0,16,0
4521.0,2,567.0,0.0,0,3,3353.17,0,0,0
693.64,3,168.0,0.0,1,11,665.06,0,0,0
4901.9,19,50.0,0.0,0,6,5242.28,0,0,0
856.04,13,222.0,0.2997,0,6,2119.3,0,0,0
12147.78,1,765.0,1.0,3,6,3190.52,0,0,0
11778.5,1,477.0,0.0,2,0,2954.65,0,1,0
1115.24,3,205.0,0.594,5,4,5554.56,0,0,0
7774.7,1,401.0,0.966,4,11,1285.99,0,10,0
2031.57,1,338.0,0.082,4,9,1409.91,0,8,0
14599.92,1,425.0,1.0,4,3,5424.75,0,1,0
10553.08,10,261.0,1.0,0,0,1536.92,0,0,0
8546.45,9,502.0,0.2457,0,0,8754.99,0,15,0
4425.1,5,126.0,0.4043,1,0,295.1,0,5,0
12920.1,17,54.0,0.3067,0,3,8946.09,0,11,0
8142.16,3,160.0,0.6671,0,9,2427.41,0,3,0
5158.11,1,638.0,0.5905,8,8,1493.92,1,4,0
9070.98,20,241.0,0.1881,5,2,4376.87,0,0,1
4816.54,12,376.0,0.369,7,13,7027.77,0,12,0
12834.16,1,713.0,0.0,2,0,2652.86,0,4,0
8840.35,1,729.0,0.0,10,10,9284.32,0,1,0
2672.73,4,138.0,0.4926,3,3,3560.44,0,1,0
73.93,4,639.0,0.2532,5,7,259.26,0,0,0
9926.56,12,439.0,0.0576,0,8,5074.57,0,0,0
4353.96,5,16.0,0.1657,1,0,7186.0,0,11,0
8265.36,6,228.0,0.3266,6,0,3817.27,0,8,0
6879.56,13,378.0,0.0621,2,3,7441.41,0,0,0
5306.41,5,136.0,0.9934,9,2,10245.6,0,8,0
5129.08,4,311.0,0.5394,0,0,271.93,0,5,0
7316.28,14,323.0,0.3374,5,0,3072.55,0,1,1
5500.95,7,235.0,0.5572,3,0,3018.59,0,8,0
24951.08,2,990.0,0.0,7,5,4025.09,0,23,0
7378.9,20,463.0,0.3321,0,0,10010.46,0,9,0
14275.15,2,910.0,0.0,9,0,4511.26,0,9,0
2923.49,4,503.0,0.0489,5,6,6459.34,0,0,0
6024.11,6,762.0,0.0,0,0,5559.24,0,0,0
6951.65,8,209.0,0.3311,0,0,269.42,0,0,0
6331.99,1,909.0,0.7983,5,7,1125.85,0,1,0
5707.17,17,526.0,0.0,4,12,4470.2,1,5,1
5648.56,6,635.0,0.0,1,5,106.23,0,3,0
17786.46,1,419.0,1.0,6,4,5241.16,0,6,0
5756.87,9,570.0,0.3097,1,15,7521.96,0,6,0
11392.51,2,280.0,0.8045,1,5,2708.15,0,8,0
2461.16,20,245.0,0.5333,0,10,897.16,0,0,0
9063.8,1,93.0,1.0,1,0,35.69,0,12,0
7708.77,2,436.0,0.4718,7,8,9838.64,0,4,0
3973.16,10,477.0,0.589,0,7,3006.29,0,8,1
6319.9,2,238.0,0.5468,0,3,1223.73,0,5,0
4071.83,1,45.0,1.0,0,4,3019.63,0,22,0
9584.71,13,1.0,0.0,0,19,2436.58,0,0,0
3774.95,3,988.0,1.0,2,0,2536.77,0,10,0
13109.75,1,340.0,0.5633,10,2,10688.09,0,9,0
9140.46,9,572.0,0.339,7,0,4382.62,0,16,0
11774.95,1,585.0,0.0,10,0,7821.08,1,7,0
3673.8,3,166.0,0.5897,1,0,5415.46,0,12,0
16272.17,11,539.0,0.0,5,0,1532.93,1,0,1
2894.57,7,289.0,0.0,1,3,909.78,0,0,0
6490.6,5,31.0,0.8274,8,1,7867.71,0,9,0
1578.66,11,301.0,0.7768,5,1,6015.36,0,3,1
8901.3,7,605.0,0.0305,7,0,5060.34,0,11,0
4621.66,10,518.0,0.0,0,2,1918.16,0,5,0
11432.0,14,482.0,0.0,2,4,3695.63,0,0,0
3953.06,1,956.0,1.0,6,2,1043.87,0,8,0
4273.99,9,480.0,0.0,3,4,7913.31,0,0,0
7714.85,8,583.0,0.0,4,0,1294.11,0,6,0
10361.66,9,257.0,0.2991,1,1,3970.05,0,12,0
11266.85,3,316.0,0.2513,10,0,13695.33,1,10,0
8423.33,5,566.0,0.041,3,8,287.71,0,8,0
11967.82,1,151.0,0.9906,3,10,366.24,0,15,1
11891.36,1,196.0,1.0,1,4,3514.11,0,14,0
1218.32,7,360.0,0.0,5,5,231.82,1,0,1
13422.26,7,1366.0,1.0,0,3,154.14,0,4,0
14219.7,1,343.0,0.2533,10,0,7482.05,0,10,0
3167.38,1,262.0,0.1771,10,0,12557.8,0,0,0
13440.9,1,994.0,0.9428,10,4,9289.93,1,0,0
3436.77,9,418.0,0.0,0,2,6975.42,0,0,0
4064.78,17,100.0,0.523,0,5,5747.57,0,4,0
6900.04,6,232.0,0.0,4,0,4729.66,1,9,0
18316.95,1,203.0,0.66,10,0,9787.47,0,19,0
11986.3,1,398.0,0.8865,7,0,9502.06,0,0,0
4194.37,9,14.0,0.0304,3,10,2812.07,0,5,0
9757.25,1,454.0,1.0,5,4,3968.67,0,3,0
2988.51,12,75.0,0.9005,0,0,2582.5,0,5,0
5315.42,3,221.0,0.2128,2,0,7448.52,0,16,0
7309.15,2,392.0,0.6279,2,0,11093.72,0,21,0
11383.19,11,312.0,0.2423,0,6,182.25,0,0,0
15556.33,9,493.0,0.8863,9,12,4330.22,0,23,0
3664.42,12,828.0,0.8005,0,8,1791.39,0,0,0
8706.97,2,484.0,0.0659,10,0,8453.14,0,7,0
8671.9,12,225.0,0.269,0,15,1768.19,0,1,0
4943.13,20,519.0,0.5909,6,0,5615.14,0,2,1
2696.58,9,844.0,0.5835,3,8,964.63,0,0,0
10020.74,19,5.0,0.3755,0,3,4803.74,0,2,0
2424.01,8,899.0,0.0,4,7,8751.71,0,0,0
14561.77,1,501.0,0.0893,9,10,3752.08,0,11,0
3262.85,2,610.0,0.2615,6,5,4001.73,0,0,1
15600.73,1,449.0,0.0,10,0,6050.66,0,4,0
2225.19,3,69.0,0.0,4,0,2972.07,1,3,0
3281.92,9,455.0,1.0,0,7,1760.27,0,9,0
1349.31,12,159.0,0.3219,0,0,1729.64,0,3,0
9757.28,1,1.0,1.0,4,23,1549.03,0,12,0
4495.2,1,364.0,0.2148,4,5,5385.48,0,0,0
7606.26,7,184.0,0.9399,10,2,12403.6,0,13,0
7613.67,20,917.0,0.3342,0,0,4446.29,0,0,0
8101.51,1,328.0,0.243,1,2,616.72,0,4,0
4887.99,7,660.0,1.0,1,0,3973.8,0,0,0
2170.23,6,183.0,0.0496,5,0,4262.04,0,0,0
783.62,6,90.0,0.6025,8,1,11082.35,0,0,0
7181.93,8,213.0,0.6195,6,9,2685.27,0,8,1
5488.21,3,338.0,1.0,2,0,309.35,0,14,0
2306.77,10,267.0,0.4815,0,2,1485.41,0,0,0
9617.79,1,1.0,0.0,3,22,2619.56,1,11,0
5892.88,4,77.0,1.0,2,12,3852.29,0,23,0
7827.34,1,199.0,0.1683,4,0,1636.91,0,1,0
19629.18,1,165.0,0.5376,10,4,5604.83,0,14,0
14412.38,14,865.0,1.0,0,5,780.07,0,1,0
15162.09,1,168.0,0.0509,7,0,311.99,0,6,0
13154.55,4,498.0,0.0,4,1,3144.48,0,10,0
8743.18,10,404.0,0.286,0,7,4873.82,0,13,0
16032.13,4,11.0,1.0,0,10,3193.99,0,9,0
5123.61,1,820.0,1.0,5,0,3089.66,0,9,0
27547.16,1,638.0,0.0377,10,2,10010.93,1,20,0
7623.85,15,647.0,0.2983,2,0,3911.85,0,0,0
11969.02,1,963.0,1.0,7,3,7855.7,0,0,0
11177.05,1,205.0,0.6631,7,8,4322.28,0,9,0
4825.72,11,479.0,0.0462,0,0,4063.27,0,8,0
1575.22,10,116.0,0.0,0,6,4725.22,0,3,0
2327.88,1,577.0,1.0,4,10,3245.84,0,13,0
11241.45,10,638.0,0.0,4,0,2091.83,0,16,0
1422.01,10,9.0,0.8027,4,7,5855.29,0,6,0
6995.78,6,165.0,0.5564,3,0,5461.52,0,15,0
14512.69,1,816.0,1.0,5,9,6066.44,0,0,0
5347.28,1,289.0,0.842,0,6,1575.73,0,4,0
6071.38,7,739.0,0.8538,0,6,3009.07,0,2,0
8532.08,7,103.0,0.6992,6,5,4252.32,0,13,0
2864.38,12,406.0,0.1785,7,2,6970.29,1,8,0
6883.91,18,532.0,0.0,4,0,5528.14,1,7,1
1730.46,4,496.0,0.4341,10,0,15014.22,0,3,0
14128.77,2,741.0,0.1743,5,0,2130.84,0,12,1
4055.15,3,191.0,0.0,3,0,4637.82,1,10,0
5393.21,1,621.0,0.6043,2,0,792.54,0,14,1
5693.79,8,448.0,0.8412,0,4,1463.59,0,2,0
10127.65,2,888.0,0.0,4,2,116.88,0,5,0
166.87,20,492.0,1.0,6,0,11033.33,0,7,1
13367.0,1,290.0,1.0,10,6,13046.44,0,13,0
14457.52,1,274.0,0.4318,7,6,3366.23,0,10,0
3703.77,20,927.0,0.0717,0,0,4561.63,1,0,0
24144.45,19,197.0,0.0,2,8,8606.74,1,0,1
6198.85,14,411.0,0.8474,0,8,3053.28,0,2,0
19643.22,1,124.0,0.2996,9,0,782.1,0,17,0
9922.58,16,156.0,0.3595,0,0,8728.06,0,9,0
14347.11,12,307.0,0.0,8,3,1140.45,1,0,1
971.64,4,497.0,1.0,0,10,5816.93,0,21,0
636.65,10,709.0,0.5587,2,4,3439.77,0,2,0
1419.29,4,321.0,0.0,0,6,3717.04,0,0,0
3732.93,6,529.0,0.0,0,1,2850.47,0,0,0
7459.35,2,488.0,0.1148,3,4,1376.72,0,10,1
237.15,3,26.0,0.1616,0,7,1733.23,0,0,1
6307.98,8,563.0,0.1001,7,1,6720.97,0,7,0
12306.43,3,626.0,0.0,9,7,4406.81,1,11,1
10378.92,4,454.0,0.0,5,1,472.08,0,5,0
16108.21,9,543.0,0.0,0,4,10664.81,0,20,0
12309.28,1,469.0,1.0,7,7,7717.84,0,9,0
15338.16,7,622.0,0.0896,10,2,4700.16,1,19,0
12516.62,1,1282.0,1.0,10,5,8809.04,0,5,0
16553.8,1,485.0,0.1029,10,8,5795.31,0,11,0
2100.7,1,389.0,0.5053,5,6,1441.83,0,0,0
5229.96,1,293.0,0.6638,8,6,23.33,1,12,0
5096.73,9,672.0,0.3427,1,5,1754.92,0,0,0
7751.76,1,386.0,0.0359,10,5,9341.08,0,0,0
2711.0,5,343.0,0.019,4,6,1440.27,0,0,0
10962.89,14,769.0,1.0,0,0,4450.5,0,13,0
4300.91,15,237.0,0.0771,0,6,3777.81,0,0,0
5483.61,1,739.0,0.8408,4,0,1353.36,0,0,0
5014.69,19,295.0,0.4281,0,4,9058.3,0,13,0
8665.62,9,925.0,0.845,2,6,4837.97,0,4,0
5010.38,1,15.0,1.0,6,4,1274.55,0,23,0
2605.83,20,367.0,0.3581,0,13,5570.12,0,11,0
6249.37,1,493.0,0.1175,10,0,15561.06,0,0,0
8023.16,12,692.0,0.8608,0,9,6674.74,0,10,0
13791.37,5,165.0,0.6572,0,1,12654.8,0,23,0
4459.04,1,550.0,0.0539,3,11,1455.29,0,8,0
10867.2,15,73.0,0.2822,0,6,4075.18,0,4,0
7537.24,9,389.0,0.443,4,0,2559.42,0,12,0
1851.72,4,458.0,0.9115,0,2,3532.17,0,1,0
7579.96,4,122.0,0.6936,2,7,2198.88,0,9,0
8942.98,10,647.0,0.0,4,7,577.96,0,11,0
12471.77,5,330.0,0.0,5,0,884.39,0,3,1
6509.59,12,65.0,0.8795,6,0,8819.13,0,7,1
5548.49,14,897.0,0.0,3,13,709.89,1,6,1
11916.58,1,178.0,1.0,4,0,2707.63,0,8,1
2233.52,10,261.0,0.0321,0,0,7849.12,0,10,0
6391.88,17,190.0,0.1476,4,0,4684.63,1,5,1
1623.71,14,699.0,0.5235,1,2,4049.77,0,3,0
12419.64,17,749.0,1.0,0,9,1756.24,0,0,0
8004.02,13,199.0,0.3408,0,3,6010.04,0,12,0
889.96,6,256.0,0.6458,2,4,96.59,0,5,0
11174.62,4,183.0,0.288,5,2,680.47,0,12,0
8249.19,6,131.0,0.3341,4,0,11543.91,0,0,0
746.9,2,170.0,0.5215,4,0,450.86,0,7,0
4016.17,1,398.0,0.4183,8,0,390.57,1,4,1
11700.8,12,257.0,0.0,2,10,1921.96,1,0,1
16155.84,1,611.0,0.0,10,6,5655.2,0,6,0
899.1,2,519.0,0.9272,2,0,2664.97,0,0,0
4421.19,5,288.0,0.086,0,0,4490.26,0,0,0
1637.66,8,546.0,0.0,0,4,1636.04,0,0,0
2426.34,16,334.0,0.2309,0,4,478.95,0,0,0
14836.44,1,377.0,0.1612,6,0,1862.96,0,0,1
17132.87,16,133.0,0.0,7,0,4392.03,1,0,1
18080.66,1,524.0,0.2885,8,0,3190.65,0,14,0
6164.06,1,91.0,0.0,8,1,7863.21,1,0,0
20012.04,1,101.0,1.0,0,3,3072.57,0,13,0
1041.82,5,188.0,0.2882,1,2,1507.39,0,6,0
7469.49,13,521.0,0.5732,0,0,983.14,0,0,0
17527.19,1,3.0,0.5611,5,12,7989.15,0,0,0
1581.82,14,556.0,1.0,0,0,4525.23,0,23,0
1244.23,8,563.0,0.2802,9,10,13622.14,0,4,0
914.45,8,324.0,1.0,0,1,8541.74,0,19,0
4657.89,1,74.0,0.1717,7,1,710.74,1,9,0
12710.07,2,103.0,0.7655,10,6,7275.0,0,14,0
5806.52,10,196.0,0.7581,6,0,8111.41,0,8,1
2488.05,9,64.0,0.2344,0,3,8597.64,0,0,0
3802.06,5,461.0,0.0826,4,1,5182.08,0,0,0
544.5,2,58.0,0.7471,2,0,1096.21,0,12,0
4271.93,3,382.0,0.1964,8,0,9452.84,0,2,0
9022.9,11,711.0,0.007,6,5,2680.25,1,15,0
1273.32,9,243.0,0.3103,0,0,1727.87,0,4,0
7493.27,8,681.0,0.1635,4,0,3513.19,0,10,0
4937.34,11,169.0,0.3175,4,0,633.07,0,10,0
5321.48,10,964.0,0.3275,0,9,6575.04,0,22,0
1774.12,9,302.0,0.8259,2,5,1277.64,0,6,0
3478.3,1,433.0,0.0473,5,3,1931.79,0,10,0
18126.55,8,935.0,0.0873,10,3,6790.73,1,23,0
5455.99,18,7.0,0.0364,5,5,7253.22,0,0,1
210.74,8,78.0,0.5892,1,1,1545.45,0,2,0
1454.57,6,444.0,0.7755,2,4,252.75,0,1,0
2428.35,5,135.0,0.2229,3,4,1189.69,0,2,0
4669.32,1,300.0,0.4634,6,4,2049.82,0,2,0
